150
0 241.808 66.9995 354 1220 1142 0
1 246.352 440.487 339 1102 1083 0
2 492.645 385.135 322 1081 1091 0
3 147.169 471.763 371 1297 1173 0
4 462.913 187.158 323 1111 1083 0
5 74.5597 125.074 336 1061 1139 0
6 143.379 272.795 371 1112 1091 0
7 287.333 200.302 332 1170 1155 0
8 264.247 193.379 317 1039 1064 0
9 372.343 472.541 338 1121 1052 0
10 367.447 175.776 348 1198 1182 0
11 293.374 231.442 345 1059 1124 0
12 484.195 359.327 328 1079 1114 0
13 458.085 38.6026 341 1053 1074 0
14 366.182 424.702 333 1136 1139 0
15 27.1905 491.253 345 1078 1122 0
16 353.867 437.549 340 1178 1092 0
17 304.791 125.055 345 1068 1153 0
18 410.335 0.706643 312 978 1007 0
19 278.119 338.982 349 1133 1078 0
20 357.444 56.7513 339 1249 1188 0
21 466.703 373.568 313 1060 1057 0
22 462.527 193.967 329 1093 1105 0
23 261.647 0.050631 343 1063 1075 0
24 289.699 472.771 337 1164 1106 0
25 366.749 444.178 343 1151 1098 0
26 104.448 461.712 360 1182 1171 0
27 282.253 334.551 327 1130 1133 0
28 289.974 101.263 359 1213 1103 0
29 104.153 495.434 335 1040 1052 0
30 477.909 221.918 346 1151 1176 0
31 110.588 156.64 343 1059 1094 0
32 274.79 392.913 355 1091 1179 0
33 472.018 211.871 359 1088 1100 0
34 419.62 45.6001 333 1077 1160 0
35 475.104 71.2757 335 1116 1067 0
36 14.9187 239.152 332 1017 1059 0
37 98.0159 352.95 333 1077 1181 0
38 158.64 268.872 341 1065 1087 0
39 329.575 173.819 322 1062 1099 0
40 255.435 94.3359 332 1072 1073 0
41 312.591 209.97 337 1065 1064 0
42 87.608 428.052 325 1170 1123 0
43 421.35 137.044 337 1097 1027 0
44 481.209 185.891 328 1050 989 0
45 273.336 465.699 335 1118 1059 0
46 324.021 325.398 331 1100 1027 0
47 79.7221 389.174 339 1139 1183 0
48 463.145 83.7033 319 1046 1125 0
49 45.0977 456.752 369 1063 1052 0
50 473.271 273.3 335 1059 1041 0
51 368.699 218.375 337 1063 1010 0
52 421.769 169.777 341 1195 1076 0
53 304.478 361.978 306 981 981 0
54 450.155 262.327 339 1065 1058 0
55 191.949 85.0151 345 1003 1135 0
56 345.665 91.4919 375 1162 1203 0
57 387.712 269.603 362 1147 1115 0
58 163.266 16.0674 350 1188 1179 0
59 485.537 421.408 317 1115 1103 0
60 397.982 381.155 363 1120 1193 0
61 309.336 8.89643 359 1190 1173 0
62 327.956 456.853 368 1220 1208 0
63 116.583 416.652 349 1196 1144 0
64 374.899 428 343 1129 1134 0
65 430.419 45.8221 306 1056 1027 0
66 361.149 334.47 391 1187 1233 0
67 264.568 89.7505 344 992 1069 0
