120
0 386.295 465.779 411 1397 1391 0
1 60.4997 318.153 420 1364 1325 0
2 264.462 316.745 443 1310 1365 0
3 67.9007 207.262 460 1440 1457 0
4 456.793 320.072 415 1326 1330 0
5 44.2338 436.685 397 1306 1356 0
6 306.408 293.928 414 1412 1515 0
7 202.372 268.801 426 1464 1409 0
8 5.52555 367.827 431 1464 1319 0
9 216.432 78.144 422 1385 1451 0
10 104.33 479.555 404 1423 1451 0
11 241.392 75.34 431 1358 1324 0
12 102.06 330.735 417 1313 1253 0
13 407.013 165.96 425 1344 1363 0
14 242.223 41.132 409 1365 1333 0
15 368.411 391.579 387 1322 1254 0
16 221.948 283.523 457 1401 1458 0
17 58.4523 408.281 443 1434 1371 0
18 154.972 119.024 391 1243 1366 0
19 135.652 405.405 394 1221 1272 0
20 353.612 158.74 411 1359 1343 0
21 105.882 65.5515 417 1394 1403 0
22 26.0114 173.524 396 1369 1390 0
23 367.88 463.527 425 1360 1386 0
24 277.115 471.274 412 1356 1250 0
25 104.292 331.195 414 1415 1359 0
26 480.479 413.971 416 1308 1368 0
27 63.7289 91.7351 397 1255 1430 0
28 476.036 242.7 408 1343 1264 0
29 143.594 385.897 448 1371 1512 0
30 219.576 407.737 440 1434 1425 0
31 150.888 472.389 413 1358 1319 0
32 109.514 107.166 424 1413 1439 0
33 149.44 130.557 417 1292 1391 0
34 329.883 345.722 437 1346 1438 0
35 97.6041 432.28 433 1246 1344 0
36 203.712 280.187 435 1424 1419 0
37 213.598 439.653 445 1444 1448 0
38 371.166 192.195 420 1299 1385 0
39 106.3 79.6454 402 1365 1367 0
40 177.49 77.7405 417 1372 1289 0
41 374.333 415.466 407 1344 1399 0
42 105.138 48.1231 417 1393 1367 0
43 70.8008 448.602 448 1486 1423 0
44 477.617 309.921 438 1459 1493 0
45 291.723 488.587 437 1429 1475 0
46 54.1288 242.23 402 1318 1350 0
47 289.644 45.2096 411 1345 1292 0
48 396.587 430.367 442 1501 1550 0
49 106.212 97.742 452 1525 1446 0
50 101.66 98.9152 434 1417 1380 0
51 412.947 408.563 450 1300 1410 0
52 443.689 84.9999 420 1407 1464 0
53 319.071 132.725 403 1224 1318 0
54 158.387 10.5563 426 1298 1309 0
