60
0 424.872 330.372 848 2775 2823 0
1 401.76 374.117 844 2762 2734 0
2 281.379 138.84 829 2716 2748 0
3 18.1761 485.642 841 2840 2685 0
4 39.4284 173.943 859 2630 2711 0
5 345.881 215.234 863 2767 2718 0
6 143.387 407.417 841 2729 2616 0
7 159.481 393.575 856 2697 2714 0
8 294.952 265.314 854 2812 2840 0
9 470.15 306.901 786 2605 2609 0
10 287.129 276.875 803 2677 2702 0
11 432.252 356.254 860 2811 2690 0
12 67.0968 195.841 828 2566 2704 0
13 71.4031 72.2766 855 2724 2782 0
14 319.706 295.754 838 2576 2667 0
15 189.34 233.708 817 2662 2730 0
16 59.1904 313.001 869 2889 2816 0
17 390.589 137.085 842 2781 2799 0
18 368.716 4.93314 817 2698 2706 0
19 272.206 466.715 871 2749 2693 0
20 425.357 468.058 881 2887 2887 0
21 85.2385 102.661 848 2797 2696 0
22 346.505 216.551 870 2649 2708 0
23 30.0131 430.481 851 2888 2807 0
24 474.851 312.725 884 2765 2820 0
25 264.52 288.506 871 2761 2851 0
26 65.1208 484.62 867 2735 2634 0
27 197.026 410.292 839 2766 2666 0
28 325.544 413.204 799 2617 2591 0
29 0.955043 51.402 836 2763 2701 0
30 394.317 290.529 815 2834 2752 0
31 496.653 243.138 814 2779 2682 0
32 257.25 104.595 911 2746 2942 0
33 79.0426 469.797 867 2859 2843 0
34 233.479 86.2964 856 2826 2934 0
35 50.2362 319.763 848 2760 2649 0
36 317.59 239.392 840 2745 2703 0
37 470.496 127.818 876 2849 2761 0
38 339.42 139.602 833 2649 2784 0
39 253.925 210.388 869 2670 2632 0
40 250.331 309.722 827 2686 2728 0
41 362.658 196.223 879 2807 2911 0
42 79.6397 4.31344 837 2664 2616 0
43 107.6 437.133 835 2787 2687 0
44 106.886 437.646 836 2664 2567 0
45 72.5541 416.217 852 2727 2928 0
46 415.177 373.706 853 2704 2759 0
47 419.675 469.413 857 2690 2788 0
48 141.371 28.0268 869 2784 2823 0
49 371.935 111.88 898 3111 2754 0
50 70.9403 293.5 866 2800 2872 0
51 4.57078 321.074 860 2725 2688 0
52 2.946 13.4351 905 2845 2762 0
53 81.6391 108.559 885 2764 2792 0
54 411.036 280.359 844 2730 2686 0
55 306.284 207.461 859 2774 2895 0
56 243.091 129.308 840 2734 2711 0
57 472.875 117.442 808 2652 2588 0
58 357.59 10.322 827 2841 2781 0
59 193.415 226.014 841 2731 2818 0
91
0 9
0 11
0 30
0 54
1 28
1 46
2 32
2 38
2 39
2 55
2 56
3 23
3 26
4 12
4 53
5 22
5 41
5 55
6 7
6 43
7 27
8 10
8 14
8 36
8 39
9 24
9 31
9 54
10 14
10 25
11 46
12 15
12 50
13 21
13 29
13 42
13 48
14 28
14 30
15 25
15 50
15 59
16 35
16 50
17 37
17 38
17 41
17 49
18 58
19 27
19 28
20 46
20 47
21 53
22 30
22 36
23 26
23 33
23 45
23 51
25 40
26 33
27 40
28 40
28 47
29 52
30 36
30 54
31 37
31 54
32 34
32 56
32 58
33 44
33 45
34 48
35 45
35 51
36 55
37 57
38 41
38 49
38 55
39 55
39 56
39 59
42 48
42 52
43 44
44 45
49 58
4 4 0.05 0.05 0.05 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
