100
0 386.334 123.468 507 1665 1630 0
1 282.649 482.374 501 1582 1713 0
2 337.585 289.088 493 1623 1719 0
3 38.2175 320.89 512 1652 1631 0
4 235.008 282.196 523 1628 1669 0
5 268.743 271.332 508 1586 1701 0
6 476.163 363.532 475 1570 1615 0
7 486.576 374.822 498 1598 1620 0
8 467.897 439.651 503 1603 1659 0
9 419.29 499.307 515 1728 1682 0
10 41.0686 239.135 478 1565 1547 0
11 496.037 386.602 487 1597 1536 0
12 386.818 252.209 564 1795 1708 0
13 237.659 329.976 511 1588 1720 0
14 38.6774 51.6996 518 1550 1812 0
15 77.0033 194.956 509 1733 1570 0
16 193.146 200.921 507 1711 1673 0
17 307.151 284.117 541 1768 1692 0
18 178.161 348.734 534 1792 1664 0
19 390.667 439.972 490 1707 1627 0
20 407.657 487.798 511 1586 1782 0
21 370.848 339.303 531 1641 1662 0
22 412.241 37.2722 523 1661 1655 0
23 213.964 98.8409 472 1554 1432 0
24 5.02643 479.223 491 1760 1588 0
25 337.664 125.382 505 1790 1711 0
26 44.6981 241.16 484 1658 1584 0
27 120.405 148.94 518 1586 1671 0
28 298.55 226.361 482 1629 1567 0
29 270.85 182.322 459 1442 1531 0
30 209.358 184.869 465 1554 1589 0
31 217.397 287.596 514 1701 1701 0
32 365.553 345.322 506 1739 1721 0
33 347.886 420.694 494 1677 1648 0
34 199.324 39.521 485 1646 1579 0
35 67.6569 109.414 545 1761 1795 0
36 436.468 224.681 544 1828 1643 0
37 337.589 355.217 500 1614 1554 0
38 27.039 444.196 535 1650 1733 0
39 486.089 191.679 503 1635 1616 0
40 97.9017 434.617 493 1591 1645 0
41 287.173 18.0639 514 1667 1739 0
42 183.186 314.546 487 1609 1499 0
43 380.395 304.495 505 1669 1494 0
44 492.671 318.387 512 1678 1611 0
45 87.4765 218.081 554 1770 1793 0
46 62.8542 390.331 541 1732 1714 0
47 195.2 232.498 536 1695 1635 0
48 140.225 253.315 539 1742 1644 0
49 76.8009 293.416 534 1774 1686 0
50 394.944 325.432 500 1626 1687 0
51 256.31 296.131 521 1587 1772 0
52 11.8685 473.624 520 1680 1690 0
53 438.695 143.652 540 1704 1821 0
54 118.47 121.853 504 1812 1672 0
55 159.27 347.717 513 1616 1654 0
56 289.314 497.28 470 1659 1668 0
57 349.621 76.4909 531 1613 1631 0
58 282.271 122.944 477 1498 1647 0
59 122.289 314.551 506 1672 1572 0
60 303.879 299.141 540 1688 1752 0
61 441.333 480.461 504 1653 1658 0
62 232.908 487.442 492 1681 1693 0
63 189.294 466.673 503 1589 1595 0
64 66.7373 153.876 528 1651 1761 0
65 224.926 335.04 479 1628 1664 0
66 10.7988 495.256 506 1780 1725 0
67 26.5336 449.897 533 1664 1705 0
68 328.513 318.603 506 1573 1663 0
69 12.6574 232.601 491 1620 1573 0
70 195.515 27.6351 514 1745 1657 0
71 277.062 77.5301 485 1558 1536 0
72 435.858 464.107 549 1770 1853 0
73 462.685 349.028 507 1572 1655 0
74 170.654 184.519 523 1689 1722 0
75 240.619 89.2998 493 1487 1639 0
76 4.80187 205.035 517 1724 1740 0
77 312.345 78.144 470 1679 1543 0
78 339.007 183.15 567 1898 1765 0
79 276.449 282.254 524 1690 1645 0
80 192.705 297.801 543 1836 1752 0
81 304.903 5.95818 486 1545 1607 0
82 65.8002 404.118 493 1544 1757 0
83 121.138 461.709 481 1677 1539 0
84 336.95 113.486 467 1627 1675 0
85 119.859 467.58 522 1592 1682 0
86 3.47472 399.675 507 1659 1581 0
87 228.49 225.455 515 1710 1638 0
88 359.761 5.7854 522 1649 1614 0
89 70.7385 401.657 558 1844 1747 0
90 276.74 165.044 481 1570 1511 0
91 390.992 404.183 485 1618 1678 0
92 485.159 61.0739 505 1643 1582 0
93 251.474 27.9309 502 1660 1577 0
94 163.011 224.517 531 1702 1762 0
95 497.378 425.481 513 1619 1645 0
96 364.657 292.31 490 1534 1566 0
97 433.867 494.862 514 1698 1624 0
98 268.854 130.341 528 1664 1754 0
99 195.871 12.2953 555 1712 1686 0
176
0 22
0 25
0 53
0 57
1 33
1 56
1 62
1 65
2 17
2 68
2 96
3 46
3 49
3 86
4 5
4 31
4 51
4 87
5 28
5 51
5 79
5 87
6 7
6 73
7 11
8 72
8 91
8 95
9 20
9 97
10 26
10 69
11 95
12 28
12 36
12 78
12 96
13 31
13 51
13 65
14 35
14 70
15 27
15 45
15 64
15 76
16 30
16 47
16 74
16 87
16 94
17 28
17 60
17 79
18 42
18 55
18 63
18 65
19 20
19 33
19 72
19 91
20 56
20 72
21 32
21 43
21 50
22 57
22 88
22 92
23 30
23 34
23 54
23 75
24 52
24 66
25 58
25 78
25 84
26 45
26 49
27 54
27 64
27 74
28 29
28 78
28 87
29 30
29 87
29 90
30 87
31 47
31 65
31 80
32 37
32 68
32 91
33 37
33 91
34 54
34 70
34 75
34 93
35 54
35 64
36 39
36 44
36 53
37 68
38 67
38 82
38 86
39 53
40 55
40 83
40 89
41 71
41 77
41 81
41 93
42 59
42 65
42 80
43 50
43 96
44 73
45 48
45 49
46 59
46 82
46 86
46 89
47 87
47 94
48 49
48 59
48 80
48 94
49 59
50 73
51 79
52 67
53 92
55 59
55 89
57 77
57 84
57 88
58 71
58 77
58 84
58 98
60 68
60 79
61 72
61 97
62 63
63 83
64 76
65 80
69 76
70 99
71 75
71 77
71 93
73 91
74 94
75 93
75 98
77 84
78 90
81 88
82 89
83 85
90 98
93 99
6 7 0.05 0.05 0.05 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
