60
0 425.045 224.203 864 2688 2726 0
1 84.9322 456.24 870 2822 2800 0
2 412.169 329.937 861 2749 2621 0
3 429.407 40.6635 837 2738 2798 0
4 472.102 120.093 818 2665 2660 0
5 319.036 44.6512 834 2828 2664 0
6 161.103 166.002 861 2866 2771 0
7 181.524 376.799 871 2765 2814 0
8 188.732 10.3759 833 2668 2702 0
9 386.343 268.115 837 2879 2842 0
10 178.437 486.847 832 2747 2860 0
11 192.136 231.967 900 2925 2850 0
12 415.103 129.779 852 2749 2855 0
13 365.407 402.559 859 2792 2755 0
14 302.462 480.357 845 2649 2815 0
15 321.861 20.5184 832 2766 2775 0
16 405.692 462.296 851 2775 2666 0
17 101.543 136.801 813 2567 2625 0
18 131.387 226.776 836 2872 2771 0
19 394 461.296 853 2849 2869 0
20 178.535 138.34 840 2752 2777 0
21 364.191 459.997 894 2823 2817 0
22 186.749 195.162 865 2788 2799 0
23 106.652 493.583 885 2798 2831 0
24 405.238 328.737 858 2942 2803 0
25 275.465 234.293 870 2766 2881 0
26 33.8742 323.217 835 2875 2818 0
27 396.774 86.5147 837 2879 2724 0
28 454.748 454.762 878 2691 2834 0
29 451.02 290.338 878 2806 2916 0
30 16.2554 205.097 880 2782 2898 0
31 39.5894 379.53 876 2896 2845 0
32 7.75673 367.425 808 2583 2706 0
33 336.522 428.026 863 2698 2898 0
34 232.183 307.174 821 2726 2795 0
35 230.993 296.932 891 2975 2974 0
36 460.474 181.694 801 2493 2814 0
37 440.141 453.251 859 2709 2754 0
38 74.081 78.8579 884 2850 2868 0
39 313.656 112.594 848 2697 2670 0
40 62.7812 164.221 849 2809 2800 0
41 359.367 388.723 821 2772 2706 0
42 95.0483 476.743 852 2731 2639 0
43 488.757 41.3654 842 2669 2564 0
44 204.621 65.7979 848 2717 2717 0
45 372.957 284.088 868 2668 2810 0
46 101.149 13.6151 863 2710 2830 0
47 415.552 177.537 838 2708 2743 0
48 325.751 394.987 798 2778 2605 0
49 165.763 479.028 825 2739 2728 0
50 406.679 45.9773 811 2668 2687 0
51 102.447 319.899 828 2703 2543 0
52 37.5402 437.874 862 2740 2668 0
53 293.308 127.493 843 2882 2880 0
54 75.6965 230.885 882 2796 2830 0
55 291.595 333.048 849 2777 2744 0
56 362.355 98.1417 883 2744 2912 0
57 218.54 5.21018 865 2754 2805 0
58 109.384 421.539 842 2811 2719 0
59 72.5278 475.506 901 2939 2908 0
103
0 9
0 29
0 36
0 47
1 42
1 52
1 58
1 59
2 24
2 29
3 4
3 43
3 50
4 12
4 36
4 43
5 15
5 39
5 44
5 50
5 56
6 17
6 18
6 20
6 22
7 14
7 34
7 49
7 51
7 58
8 44
8 46
8 57
9 29
9 45
10 14
10 49
11 18
11 22
11 25
11 35
12 27
12 47
13 33
13 41
14 21
14 33
15 50
15 57
16 19
16 37
17 38
17 40
18 22
18 51
18 54
19 21
20 44
20 53
21 33
22 53
23 42
23 49
24 41
24 45
25 35
25 45
25 53
25 55
26 30
26 31
26 32
26 51
26 54
27 50
27 56
28 37
30 40
30 54
31 32
31 51
31 52
31 58
33 48
34 35
34 55
35 51
36 47
38 44
38 46
39 53
39 56
40 54
41 48
42 59
44 53
44 57
45 55
48 55
49 58
51 54
51 58
52 59
4 4 0.05 0.05 0.05 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
