500
0 626.41 54.8102 10 115 51 0
1 617.702 57.7177 9 175 83 0
2 578.437 285.281 19 383 42 0
3 768.519 731.144 20 362 63 0
4 404.951 184.627 15 220 68 0
5 319.588 642.763 6 259 100 0
6 436.077 444.387 13 323 23 0
7 606.93 922.004 16 56 37 0
8 994.509 497.338 17 239 43 0
9 581.685 393.52 7 43 93 0
10 63.0728 273.792 20 135 83 0
11 324.67 782.446 9 179 72 0
12 353.67 887.819 15 188 94 0
13 280.857 529.525 9 260 32 0
14 97.5939 740.278 13 205 50 0
15 64.0081 73.1097 18 43 86 0
16 980.493 238.317 11 133 97 0
17 491.745 552.625 19 242 83 0
18 395.942 397.845 17 319 67 0
19 91.0801 1.89748 10 250 76 0
20 267.173 647.965 8 122 21 0
21 730.808 26.1996 5 355 72 0
22 995.213 453.197 8 373 23 0
23 631.173 545.911 15 105 95 0
24 14.6398 906.011 19 40 94 0
25 927.603 959.716 8 20 55 0
26 672.693 760.981 12 287 21 0
27 757.774 758.461 9 103 50 0
28 101.457 947.439 18 225 43 0
29 957.202 657.035 10 254 22 0
30 747.615 429.43 20 288 46 0
31 433.394 479.871 18 153 17 0
32 894.082 902.018 12 189 71 0
33 898.893 106.584 5 62 38 0
34 41.0731 773.41 19 208 65 0
35 416.212 886.588 8 243 81 0
36 185.031 951.762 17 257 50 0
37 297.452 426.155 5 364 37 0
38 0.96104 75.1585 17 247 64 0
39 309.623 250.237 10 388 22 0
40 232.354 185.282 12 192 27 0
41 969.997 779.376 8 339 76 0
42 115.532 479.206 18 69 82 0
43 699.824 442.8 4 210 20 0
44 967.354 852.886 17 217 58 0
45 372.58 844.796 16 106 53 0
46 660.622 909.61 4 118 66 0
47 939.602 965.78 13 237 28 0
48 939.075 405.169 15 32 29 0
49 36.2763 233.912 15 150 63 0
50 914.933 684.647 14 229 98 0
51 965.371 384.858 18 313 42 0
52 44.6031 405.791 5 116 95 0
53 825.731 399.056 8 65 83 0
54 861.026 581.66 18 272 57 0
55 700.481 270.847 6 356 35 0
56 332.343 858.812 7 225 32 0
57 25.7605 117.87 8 195 56 0
58 327.916 246.882 11 214 79 0
59 688.584 542.806 8 89 66 0
60 351.471 162.831 7 360 27 0
61 16.2095 940.369 13 148 44 0
62 206.817 198.35 11 18 61 0
63 207.725 757.412 11 111 74 0
64 687.098 706.027 17 61 68 0
65 756.982 503.188 19 126 80 0
66 454.883 911.025 13 371 32 0
67 256.145 117.152 10 329 58 0
68 903.837 647.295 5 88 95 0
69 160.988 309.71 16 204 69 0
70 715.444 927.443 12 79 33 0
71 749.424 933.011 11 330 26 0
72 518.931 154.062 14 131 27 0
73 24.5289 200.108 10 169 44 0
74 176.726 823.81 15 269 73 0
75 158.038 38.9622 11 169 43 0
76 582.092 900.152 20 152 30 0
77 557.146 569.918 7 194 27 0
78 978.028 889.889 19 29 100 0
79 400.473 979.181 14 107 34 0
80 64.3679 976.114 9 251 27 0
81 241.129 146.464 8 224 51 0
82 921.995 172.653 14 134 27 0
83 705.27 704.523 9 63 58 0
84 717.791 46.6637 6 359 46 0
85 970.979 825.971 11 328 31 0
86 685.267 818.371 15 332 57 0
87 894.508 878.484 8 335 38 0
88 690.511 50.9408 5 292 41 0
