Iteration 0: BestViol=30462.9225 BestAff=3623 BestCompact=225911.59 CurScore=324781636.5865 BestScore=324781636.5865 Temp=16239081.83 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=29418.7375 BestAff=3616 BestCompact=225657.74 CurScore=444037129.4298 BestScore=314301032.7423 Temp=1981554.66 NoImprove=491 Restarts=1 Time=31.22s
Iteration 2000: BestViol=18569.0575 BestAff=3402 BestCompact=211327.52 CurScore=269155995.4438 BestScore=204612902.5175 Temp=973921.47 NoImprove=480 Restarts=3 Time=66.11s
Iteration 3000: BestViol=18569.0575 BestAff=3402 BestCompact=211327.52 CurScore=435624451.1171 BestScore=204612902.5175 Temp=1720060.63 NoImprove=478 Restarts=5 Time=103.94s
Iteration 4000: BestViol=13971.3075 BestAff=3332 BestCompact=212119.05 CurScore=159656360.4111 BestScore=158251194.0460 Temp=1113925.34 NoImprove=2 Restarts=7 Time=140.49s
Iteration 5000: BestViol=5311.5925 BestAff=3281 BestCompact=228340.50 CurScore=71389765.4955 BestScore=71389765.4955 Temp=7412.02 NoImprove=26 Restarts=7 Time=168.18s
Iteration 6000: BestViol=1137.2075 BestAff=3294 BestCompact=226182.17 CurScore=29715257.1707 BestScore=29715257.1707 Temp=49.32 NoImprove=13 Restarts=7 Time=182.71s
Iteration 7000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=21823560.8592 BestScore=21823560.8592 Temp=0.33 NoImprove=309 Restarts=7 Time=192.30s
Iteration 8000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=395893266.4264 BestScore=21823560.8592 Temp=2630300.95 NoImprove=307 Restarts=9 Time=218.33s
Iteration 9000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=211235377.6936 BestScore=21823560.8592 Temp=2487460.03 NoImprove=305 Restarts=11 Time=249.75s
Iteration 10000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=380384160.4567 BestScore=21823560.8592 Temp=5369759.34 NoImprove=303 Restarts=13 Time=286.52s
Iteration 11000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=366752129.8847 BestScore=21823560.8592 Temp=4437153.66 NoImprove=301 Restarts=15 Time=323.65s
Iteration 12000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=476196801.3882 BestScore=21823560.8592 Temp=3827420.65 NoImprove=299 Restarts=17 Time=355.79s
Iteration 13000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=606710128.1432 BestScore=21823560.8592 Temp=5514407.66 NoImprove=297 Restarts=19 Time=393.52s
Iteration 14000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=395528074.9816 BestScore=21823560.8592 Temp=3722455.09 NoImprove=295 Restarts=21 Time=424.11s
Iteration 15000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=640728771.5460 BestScore=21823560.8592 Temp=6175475.24 NoImprove=293 Restarts=23 Time=459.11s
Iteration 16000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=523104483.3959 BestScore=21823560.8592 Temp=8415471.97 NoImprove=291 Restarts=25 Time=499.24s
Iteration 17000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=463056165.7984 BestScore=21823560.8592 Temp=5352196.22 NoImprove=289 Restarts=27 Time=538.52s
Iteration 18000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=407267164.6674 BestScore=21823560.8592 Temp=4506977.67 NoImprove=287 Restarts=29 Time=569.96s
Iteration 19000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=383167372.1339 BestScore=21823560.8592 Temp=4136232.32 NoImprove=285 Restarts=31 Time=609.22s
Iteration 20000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=296010768.3168 BestScore=21823560.8592 Temp=3053184.62 NoImprove=283 Restarts=33 Time=645.32s
Iteration 21000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=531053743.0140 BestScore=21823560.8592 Temp=4039599.37 NoImprove=281 Restarts=35 Time=678.10s
Iteration 22000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=754409554.4727 BestScore=21823560.8592 Temp=6297929.69 NoImprove=279 Restarts=37 Time=708.49s
Iteration 23000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=383572647.8361 BestScore=21823560.8592 Temp=4099273.01 NoImprove=277 Restarts=39 Time=738.46s
Iteration 24000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=489711471.5809 BestScore=21823560.8592 Temp=5297469.27 NoImprove=275 Restarts=41 Time=775.25s
Iteration 25000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=190791963.9487 BestScore=21823560.8592 Temp=3759570.18 NoImprove=273 Restarts=43 Time=810.14s
Iteration 26000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=596603148.1530 BestScore=21823560.8592 Temp=5259907.37 NoImprove=271 Restarts=45 Time=839.61s
Iteration 27000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=360777316.7275 BestScore=21823560.8592 Temp=3955320.95 NoImprove=269 Restarts=47 Time=869.28s
Iteration 28000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=296708613.2087 BestScore=21823560.8592 Temp=3609784.31 NoImprove=267 Restarts=49 Time=897.37s
Iteration 29000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=283822529.4178 BestScore=21823560.8592 Temp=3546485.89 NoImprove=265 Restarts=51 Time=928.49s
Iteration 30000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=594784634.8620 BestScore=21823560.8592 Temp=5465334.59 NoImprove=263 Restarts=53 Time=955.78s
Iteration 31000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=284404222.7282 BestScore=21823560.8592 Temp=3544915.65 NoImprove=261 Restarts=55 Time=987.68s
Iteration 32000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=354778175.3362 BestScore=21823560.8592 Temp=3986385.91 NoImprove=259 Restarts=57 Time=1016.52s
Iteration 33000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=223887294.2379 BestScore=21823560.8592 Temp=3416015.71 NoImprove=257 Restarts=59 Time=1051.42s
Iteration 34000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=353013685.3874 BestScore=21823560.8592 Temp=3930770.39 NoImprove=255 Restarts=61 Time=1079.27s
Iteration 35000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=278130579.3775 BestScore=21823560.8592 Temp=3517111.12 NoImprove=253 Restarts=63 Time=1113.50s
Iteration 36000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=643124975.1119 BestScore=21823560.8592 Temp=6327172.80 NoImprove=251 Restarts=65 Time=1149.79s
Iteration 37000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=313586750.8076 BestScore=21823560.8592 Temp=5228306.64 NoImprove=249 Restarts=67 Time=1189.16s
Iteration 38000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=428530441.7205 BestScore=21823560.8592 Temp=4726292.73 NoImprove=247 Restarts=69 Time=1227.13s
Iteration 39000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=652266925.8226 BestScore=21823560.8592 Temp=7067300.84 NoImprove=245 Restarts=71 Time=1259.13s
Iteration 40000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=598274443.3857 BestScore=21823560.8592 Temp=6990155.78 NoImprove=243 Restarts=73 Time=1293.67s
Iteration 41000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=405104094.6879 BestScore=21823560.8592 Temp=4850081.16 NoImprove=241 Restarts=75 Time=1324.28s
Iteration 42000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=673108789.1912 BestScore=21823560.8592 Temp=7707121.66 NoImprove=239 Restarts=77 Time=1355.93s
Iteration 43000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=399254925.2499 BestScore=21823560.8592 Temp=5967059.53 NoImprove=237 Restarts=79 Time=1392.51s
Iteration 44000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=387445152.5212 BestScore=21823560.8592 Temp=5888961.69 NoImprove=235 Restarts=81 Time=1425.58s
Iteration 45000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=400092969.9284 BestScore=21823560.8592 Temp=5033845.91 NoImprove=233 Restarts=83 Time=1460.40s
Iteration 46000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=333763760.1894 BestScore=21823560.8592 Temp=5403466.35 NoImprove=231 Restarts=85 Time=1492.76s
Iteration 47000: BestViol=350.2425 BestAff=3290 BestCompact=226135.86 CurScore=430087526.8143 BestScore=21823560.8592 Temp=5936471.43 NoImprove=229 Restarts=87 Time=1528.10s
