Iteration 0: BestViol=37896.0260 BestAff=1844 BestCompact=59879.40 CurScore=389162139.3970 BestScore=389162139.3970 Temp=19458106.97 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=36611.3340 BestAff=1844 BestCompact=59769.15 CurScore=413417450.4803 BestScore=376315109.1533 Temp=1696400.07 NoImprove=493 Restarts=1 Time=4.53s
Iteration 2000: BestViol=35820.3240 BestAff=1901 BestCompact=59363.94 CurScore=490493894.1999 BestScore=368718103.9357 Temp=1628589.14 NoImprove=484 Restarts=3 Time=9.02s
Iteration 3000: BestViol=35820.3240 BestAff=1901 BestCompact=59363.94 CurScore=458255099.7013 BestScore=368718103.9357 Temp=1953677.42 NoImprove=482 Restarts=5 Time=13.43s
Iteration 4000: BestViol=32927.4070 BestAff=1946 BestCompact=57803.43 CurScore=461735310.1700 BestScore=340034873.4256 Temp=1611681.73 NoImprove=478 Restarts=7 Time=17.73s
Iteration 5000: BestViol=32927.4070 BestAff=1946 BestCompact=57803.43 CurScore=370656367.1481 BestScore=340034873.4256 Temp=1651013.47 NoImprove=476 Restarts=9 Time=22.27s
Iteration 6000: BestViol=32654.1280 BestAff=1912 BestCompact=61587.51 CurScore=440905993.4122 BestScore=337118867.5074 Temp=1856392.39 NoImprove=469 Restarts=11 Time=26.50s
Iteration 7000: BestViol=32654.1280 BestAff=1912 BestCompact=61587.51 CurScore=408045267.5978 BestScore=337118867.5074 Temp=1899274.28 NoImprove=467 Restarts=13 Time=31.18s
Iteration 8000: BestViol=32654.1280 BestAff=1912 BestCompact=61587.51 CurScore=619509338.0138 BestScore=337118867.5074 Temp=2156861.90 NoImprove=465 Restarts=15 Time=35.74s
Iteration 9000: BestViol=32654.1280 BestAff=1912 BestCompact=61587.51 CurScore=654306013.6939 BestScore=337118867.5074 Temp=2297061.82 NoImprove=463 Restarts=17 Time=40.27s
Iteration 10000: BestViol=29482.3930 BestAff=1859 BestCompact=59824.71 CurScore=401079953.3379 BestScore=305108254.7093 Temp=1504347.71 NoImprove=458 Restarts=19 Time=44.72s
Iteration 11000: BestViol=29482.3930 BestAff=1859 BestCompact=59824.71 CurScore=514892193.4261 BestScore=305108254.7093 Temp=1944259.19 NoImprove=456 Restarts=21 Time=49.14s
