Iteration 0: BestViol=34181.5750 BestAff=0 BestCompact=89988.62 CurScore=341905738.6215 BestScore=341905738.6215 Temp=17095286.93 NoImprove=0 Restarts=0 Time=0.00s
Iteration 1000: BestViol=999.3900 BestAff=0 BestCompact=96448.28 CurScore=10090348.2820 BestScore=10090348.2820 Temp=113751.50 NoImprove=10 Restarts=0 Time=3.14s
Iteration 2000: BestViol=536.6925 BestAff=0 BestCompact=95731.14 CurScore=5462658.9636 BestScore=5462656.1363 Temp=756.90 NoImprove=92 Restarts=0 Time=6.44s
Iteration 3000: BestViol=127.6025 BestAff=0 BestCompact=95444.20 CurScore=1371469.2007 BestScore=1371469.2007 Temp=5.04 NoImprove=262 Restarts=0 Time=9.47s
Iteration 4000: BestViol=119.2050 BestAff=0 BestCompact=94869.49 CurScore=1286919.4904 BestScore=1286919.4904 Temp=0.03 NoImprove=114 Restarts=0 Time=11.87s
Iteration 5000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=611841.6203 BestScore=611841.6203 Temp=0.00 NoImprove=84 Restarts=0 Time=14.00s
Iteration 6000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=104329348.3699 BestScore=611841.6203 Temp=9355227.56 NoImprove=82 Restarts=2 Time=16.68s
Iteration 7000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=126605713.4308 BestScore=611841.6203 Temp=11550065.87 NoImprove=80 Restarts=4 Time=20.34s
Iteration 8000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=100714298.6629 BestScore=611841.6203 Temp=10664839.39 NoImprove=78 Restarts=6 Time=24.19s
Iteration 9000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=134983090.9400 BestScore=611841.6203 Temp=11973560.61 NoImprove=76 Restarts=8 Time=28.14s
Iteration 10000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=9142070.0334 BestScore=611841.6203 Temp=5104352.83 NoImprove=74 Restarts=10 Time=31.98s
Iteration 11000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=43973009.6653 BestScore=611841.6203 Temp=7669286.79 NoImprove=72 Restarts=12 Time=35.83s
Iteration 12000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=56099166.7218 BestScore=611841.6203 Temp=10346445.59 NoImprove=70 Restarts=14 Time=39.94s
Iteration 13000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=179116769.6918 BestScore=611841.6203 Temp=16109971.78 NoImprove=68 Restarts=16 Time=44.03s
Iteration 14000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=75375251.5602 BestScore=611841.6203 Temp=10626437.92 NoImprove=66 Restarts=18 Time=47.84s
Iteration 15000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=50333102.8275 BestScore=611841.6203 Temp=13520111.56 NoImprove=64 Restarts=20 Time=51.62s
Iteration 16000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=69298131.4034 BestScore=611841.6203 Temp=8227453.83 NoImprove=62 Restarts=22 Time=55.50s
Iteration 17000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=286929274.4017 BestScore=611841.6203 Temp=17263038.49 NoImprove=60 Restarts=24 Time=59.22s
Iteration 18000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=30604828.8724 BestScore=611841.6203 Temp=10976729.08 NoImprove=58 Restarts=26 Time=63.11s
Iteration 19000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=82917938.5579 BestScore=611841.6203 Temp=11095469.07 NoImprove=56 Restarts=28 Time=67.07s
Iteration 20000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=56020641.4715 BestScore=611841.6203 Temp=10560124.75 NoImprove=54 Restarts=30 Time=70.76s
Iteration 21000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=41639554.1762 BestScore=611841.6203 Temp=7964331.60 NoImprove=52 Restarts=32 Time=74.76s
Iteration 22000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=75503199.3552 BestScore=611841.6203 Temp=8895243.83 NoImprove=50 Restarts=34 Time=78.79s
Iteration 23000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=103769940.7686 BestScore=611841.6203 Temp=16968559.41 NoImprove=48 Restarts=36 Time=82.73s
Iteration 24000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=81262319.7337 BestScore=611841.6203 Temp=11199203.38 NoImprove=46 Restarts=38 Time=86.65s
Iteration 25000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=78352531.0740 BestScore=611841.6203 Temp=9972443.66 NoImprove=44 Restarts=40 Time=90.51s
Iteration 26000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=20678590.1543 BestScore=611841.6203 Temp=4576388.93 NoImprove=42 Restarts=42 Time=94.39s
Iteration 27000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=254527113.8226 BestScore=611841.6203 Temp=14140690.16 NoImprove=40 Restarts=44 Time=98.29s
Iteration 28000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=74913373.7519 BestScore=611841.6203 Temp=10366977.89 NoImprove=38 Restarts=46 Time=102.03s
Iteration 29000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=81724455.7947 BestScore=611841.6203 Temp=11488624.94 NoImprove=36 Restarts=48 Time=105.74s
Iteration 30000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=285461293.1671 BestScore=611841.6203 Temp=19229043.34 NoImprove=34 Restarts=50 Time=109.50s
Iteration 31000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=183411257.8508 BestScore=611841.6203 Temp=14373119.54 NoImprove=32 Restarts=52 Time=113.41s
Iteration 32000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=151210542.6160 BestScore=611841.6203 Temp=14199477.62 NoImprove=30 Restarts=54 Time=117.45s
Iteration 33000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=120565512.8476 BestScore=611841.6203 Temp=10907051.44 NoImprove=28 Restarts=56 Time=121.31s
Iteration 34000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=147678294.6619 BestScore=611841.6203 Temp=11250569.07 NoImprove=26 Restarts=58 Time=125.12s
Iteration 35000: BestViol=51.7075 BestAff=0 BestCompact=94766.62 CurScore=111378699.1403 BestScore=611841.6203 Temp=10780206.47 NoImprove=24 Restarts=60 Time=128.89s
